,p_value,batch_size,number_of_epochs,act,act_fin,train_score,val_score
1818,0.5,400,4999,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1819,0.5,400,0,Tanh(),Sigmoid(),0.1420637240572932,0.14922813036020582
1820,0.5,400,50,Tanh(),Sigmoid(),0.3126219307832423,0.3604362752344815
1821,0.5,400,100,Tanh(),Sigmoid(),0.3203312239457704,0.358660181023336
1822,0.5,400,150,Tanh(),Sigmoid(),0.31931158068292187,0.3445222677415092
1823,0.5,400,200,Tanh(),Sigmoid(),0.3207097482367229,0.33449317226890757
1824,0.5,400,250,Tanh(),Sigmoid(),0.3201659143361232,0.34834691729616113
1825,0.5,400,300,Tanh(),Sigmoid(),0.3224021497838533,0.3449244689446981
1826,0.5,400,350,Tanh(),Sigmoid(),0.3158165552877356,0.3494935565415144
1827,0.5,400,400,Tanh(),Sigmoid(),0.32392911924970413,0.3507746848739496
1828,0.5,400,450,Tanh(),Sigmoid(),0.3242281527995814,0.34650923549826884
1829,0.5,400,500,Tanh(),Sigmoid(),0.3264436515200599,0.35086470355589117
1830,0.5,400,550,Tanh(),Sigmoid(),0.3220219307474691,0.355475882795508
1831,0.5,400,600,Tanh(),Sigmoid(),0.3290365379544804,0.35228896663874243
1832,0.5,400,650,Tanh(),Sigmoid(),0.3233015027216454,0.35670409921904467
1833,0.5,400,700,Tanh(),Sigmoid(),0.39310762253822834,0.4251858796567574
1834,0.5,400,750,Tanh(),Sigmoid(),0.39461668113671233,0.4210302035831761
1835,0.5,400,800,Tanh(),Sigmoid(),0.39589939985407696,0.4431229133359377
1836,0.5,400,850,Tanh(),Sigmoid(),0.3980504999139438,0.43701137780973076
1837,0.5,400,900,Tanh(),Sigmoid(),0.3962961386784691,0.4507509536784741
1838,0.5,400,950,Tanh(),Sigmoid(),0.3985750539871692,0.4389774912340233
1839,0.5,400,1000,Tanh(),Sigmoid(),0.39384485367143723,0.4373312886429669
1840,0.5,400,1050,Tanh(),Sigmoid(),0.40494187305374135,0.44425770308123247
1841,0.5,400,1100,Tanh(),Sigmoid(),0.3998098585286117,0.43954065879199566
1842,0.5,400,1150,Tanh(),Sigmoid(),0.3944035584231421,0.43537271448663856
1843,0.5,400,1200,Tanh(),Sigmoid(),0.4045762605810199,0.43954065879199566
1844,0.5,400,1250,Tanh(),Sigmoid(),0.40098984642073576,0.4451683380306308
1845,0.5,400,1300,Tanh(),Sigmoid(),0.4021071463047676,0.4259051220977287
1846,0.5,400,1350,Tanh(),Sigmoid(),0.4073113439590712,0.44921305942047307
1847,0.5,400,1400,Tanh(),Sigmoid(),0.42275431731223845,0.4615109970978093
1848,0.5,400,1450,Tanh(),Sigmoid(),0.418520872037197,0.46153301528969504
1849,0.5,400,1500,Tanh(),Sigmoid(),0.42509272169785356,0.45972645157754477
1850,0.5,400,1550,Tanh(),Sigmoid(),0.42510409193111176,0.4606633425007066
1851,0.5,400,1600,Tanh(),Sigmoid(),0.4229744872853688,0.462957845380207
1852,0.5,400,1650,Tanh(),Sigmoid(),0.4263731849948936,0.44932020457565114
1853,0.5,400,1700,Tanh(),Sigmoid(),0.421292161777603,0.444325486635316
1854,0.5,400,1750,Tanh(),Sigmoid(),0.42398477595001394,0.46585249516471827
1855,0.5,400,1800,Tanh(),Sigmoid(),0.42402489318657877,0.45447243519532676
1856,0.5,400,1850,Tanh(),Sigmoid(),0.42189526755871176,0.4483999620927973
1857,0.5,400,1900,Tanh(),Sigmoid(),0.4242372398347144,0.4517782331022932
1858,0.5,400,1950,Tanh(),Sigmoid(),0.426306223168214,0.46180888902652895
1859,0.5,400,2000,Tanh(),Sigmoid(),0.4280015631333884,0.4627201301698882
1860,0.5,400,2050,Tanh(),Sigmoid(),0.4280354263580725,0.4619917494744943
1861,0.5,400,2100,Tanh(),Sigmoid(),0.4318247482969543,0.4680557683468668
1862,0.5,400,2150,Tanh(),Sigmoid(),0.4267203936632271,0.4595562824746795
1863,0.5,400,2200,Tanh(),Sigmoid(),0.4301740957149689,0.45257639511623093
1864,0.5,400,2250,Tanh(),Sigmoid(),0.4210200856847511,0.4598737119700819
1865,0.5,400,2300,Tanh(),Sigmoid(),0.426306223168214,0.4565367882013689
1866,0.5,400,2350,Tanh(),Sigmoid(),0.43177840943990276,0.4547208230629086
1867,0.5,400,2400,Tanh(),Sigmoid(),0.42787893941080823,0.442583687982461
1868,0.5,400,2450,Tanh(),Sigmoid(),0.4343118461927269,0.4633585021570003
1869,0.5,400,2500,Tanh(),Sigmoid(),0.4293659337203318,0.46001153269519085
1870,0.5,400,2550,Tanh(),Sigmoid(),0.4258810339999616,0.44516726494198333
1871,0.5,400,2600,Tanh(),Sigmoid(),0.42784750545936434,0.4651783772276907
1872,0.5,400,2650,Tanh(),Sigmoid(),0.4330072925399001,0.447567361118258
1873,0.5,400,2700,Tanh(),Sigmoid(),0.4228849450438641,0.4649045151315601
1874,0.5,400,2750,Tanh(),Sigmoid(),0.4313238365966754,0.45754555769730276
1875,0.5,400,2800,Tanh(),Sigmoid(),0.43255683593019456,0.4528228423101882
1876,0.5,400,2850,Tanh(),Sigmoid(),0.4338407156447399,0.4679046605116033
1877,0.5,400,2900,Tanh(),Sigmoid(),0.43061330162358913,0.4559968901414708
1878,0.5,400,2950,Tanh(),Sigmoid(),0.4253820891751926,0.44899934148366594
1879,0.5,400,3000,Tanh(),Sigmoid(),0.43009017099722086,0.44922830002052894
1880,0.5,400,3050,Tanh(),Sigmoid(),0.43009017099722086,0.44943714330593226
1881,0.5,400,3100,Tanh(),Sigmoid(),0.4266416135955928,0.440890836071559
1882,0.5,400,3150,Tanh(),Sigmoid(),0.42959806540327805,0.4468154030552509
1883,0.5,400,3200,Tanh(),Sigmoid(),0.43059792628327737,0.4559968901414708
1884,0.5,400,3250,Tanh(),Sigmoid(),0.43658222616244835,0.4427383716575537
1885,0.5,400,3300,Tanh(),Sigmoid(),0.43352531613167467,0.44713978141371236
1886,0.5,400,3350,Tanh(),Sigmoid(),0.4298615370113046,0.45475971996441333
1887,0.5,400,3400,Tanh(),Sigmoid(),0.43678826155437994,0.45919228591607664
1888,0.5,400,3450,Tanh(),Sigmoid(),0.4320982373812055,0.4499889110667554
1889,0.5,400,3500,Tanh(),Sigmoid(),0.4305903772683859,0.4476816356334429
1890,0.5,400,3550,Tanh(),Sigmoid(),0.4432921210259561,0.46414144260939816
1891,0.5,400,3600,Tanh(),Sigmoid(),0.43608300243371334,0.4591557625489761
1892,0.5,400,3650,Tanh(),Sigmoid(),0.42986700506275444,0.44786196549137286
1893,0.5,400,3700,Tanh(),Sigmoid(),0.43725693451163383,0.44290331125827814
1894,0.5,400,3750,Tanh(),Sigmoid(),0.4358284462038451,0.4462830123399838
1895,0.5,400,3800,Tanh(),Sigmoid(),0.44299419718477684,0.45565476190476195
1896,0.5,400,3850,Tanh(),Sigmoid(),0.43352531613167467,0.46251641027268375
1897,0.5,400,3900,Tanh(),Sigmoid(),0.4368248173833065,0.4550242609191858
1898,0.5,400,3950,Tanh(),Sigmoid(),0.42959587982386305,0.46363568272039546
1899,0.5,400,4000,Tanh(),Sigmoid(),0.4357791941842011,0.45314727251758735
1900,0.5,400,4050,Tanh(),Sigmoid(),0.44411737707635596,0.4652978321630893
1901,0.5,400,4100,Tanh(),Sigmoid(),0.43805164276044284,0.46505357435933503
1902,0.5,400,4150,Tanh(),Sigmoid(),0.43696436440734554,0.45831539692629936
1903,0.5,400,4200,Tanh(),Sigmoid(),0.4431947121522887,0.45378598010176957
1904,0.5,400,4250,Tanh(),Sigmoid(),0.4377958309762333,0.4573730033511255
1905,0.5,400,4300,Tanh(),Sigmoid(),0.4349480646663135,0.44922830002052894
1906,0.5,400,4350,Tanh(),Sigmoid(),0.432130555015247,0.4587607330741418
1907,0.5,400,4400,Tanh(),Sigmoid(),0.4427337370174649,0.4490772385509228
1908,0.5,400,4450,Tanh(),Sigmoid(),0.4395162327793265,0.4627565982404692
1909,0.5,400,4500,Tanh(),Sigmoid(),0.4487437568632052,0.46510263929618767
1910,0.5,400,4550,Tanh(),Sigmoid(),0.43579067810560024,0.44963345729394444
1911,0.5,400,4600,Tanh(),Sigmoid(),0.44522952295229523,0.4632034632034632
1912,0.5,400,4650,Tanh(),Sigmoid(),0.4426850501910123,0.463456952309941
1913,0.5,400,4700,Tanh(),Sigmoid(),0.44573726970987537,0.4594818029799147
1914,0.5,400,4750,Tanh(),Sigmoid(),0.44401715427596394,0.4608873225519581
1915,0.5,400,4800,Tanh(),Sigmoid(),0.44313657054051436,0.4591886547061234
1916,0.5,400,4850,Tanh(),Sigmoid(),0.44422804512093017,0.46292664844834386
1917,0.5,400,4900,Tanh(),Sigmoid(),0.44413911474685674,0.473531211750306
1918,0.5,400,4950,Tanh(),Sigmoid(),0.44243667921249785,0.4594818029799147
1919,0.5,400,4999,Tanh(),Sigmoid(),0.4382092477374985,0.4655549647809455
1920,0.5,400,0,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1921,0.5,400,50,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1922,0.5,400,100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1923,0.5,400,150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1924,0.5,400,200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1925,0.5,400,250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1926,0.5,400,300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1927,0.5,400,350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1928,0.5,400,400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1929,0.5,400,450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1930,0.5,400,500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1931,0.5,400,550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1932,0.5,400,600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1933,0.5,400,650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1934,0.5,400,700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1935,0.5,400,750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1936,0.5,400,800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1937,0.5,400,850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1938,0.5,400,900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1939,0.5,400,950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1940,0.5,400,1000,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1941,0.5,400,1050,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1942,0.5,400,1100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1943,0.5,400,1150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1944,0.5,400,1200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1945,0.5,400,1250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1946,0.5,400,1300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1947,0.5,400,1350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1948,0.5,400,1400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1949,0.5,400,1450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1950,0.5,400,1500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1951,0.5,400,1550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1952,0.5,400,1600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1953,0.5,400,1650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1954,0.5,400,1700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1955,0.5,400,1750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1956,0.5,400,1800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1957,0.5,400,1850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1958,0.5,400,1900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1959,0.5,400,1950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1960,0.5,400,2000,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1961,0.5,400,2050,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1962,0.5,400,2100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1963,0.5,400,2150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1964,0.5,400,2200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1965,0.5,400,2250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1966,0.5,400,2300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1967,0.5,400,2350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1968,0.5,400,2400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1969,0.5,400,2450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1970,0.5,400,2500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1971,0.5,400,2550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1972,0.5,400,2600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1973,0.5,400,2650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1974,0.5,400,2700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1975,0.5,400,2750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1976,0.5,400,2800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1977,0.5,400,2850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1978,0.5,400,2900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1979,0.5,400,2950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1980,0.5,400,3000,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1981,0.5,400,3050,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1982,0.5,400,3100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1983,0.5,400,3150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1984,0.5,400,3200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1985,0.5,400,3250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1986,0.5,400,3300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1987,0.5,400,3350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1988,0.5,400,3400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1989,0.5,400,3450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1990,0.5,400,3500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1991,0.5,400,3550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1992,0.5,400,3600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1993,0.5,400,3650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1994,0.5,400,3700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1995,0.5,400,3750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1996,0.5,400,3800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1997,0.5,400,3850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1998,0.5,400,3900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
1999,0.5,400,3950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2000,0.5,400,4000,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2001,0.5,400,4050,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2002,0.5,400,4100,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2003,0.5,400,4150,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2004,0.5,400,4200,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2005,0.5,400,4250,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2006,0.5,400,4300,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2007,0.5,400,4350,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2008,0.5,400,4400,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2009,0.5,400,4450,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2010,0.5,400,4500,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2011,0.5,400,4550,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2012,0.5,400,4600,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2013,0.5,400,4650,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2014,0.5,400,4700,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2015,0.5,400,4750,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2016,0.5,400,4800,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2017,0.5,400,4850,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2018,0.5,400,4900,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2019,0.5,400,4950,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2020,0.5,400,4999,Tanh(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2021,0.5,600,0,ReLU(),Sigmoid(),0.14470012982466518,0.14922813036020582
2022,0.5,600,50,ReLU(),Sigmoid(),0.3034990773072169,0.33153638814016173
2023,0.5,600,100,ReLU(),Sigmoid(),0.2985044777866661,0.3304299078017733
2024,0.5,600,150,ReLU(),Sigmoid(),0.29455307586911594,0.32894668373984154
2025,0.5,600,200,ReLU(),Sigmoid(),0.2978612412808955,0.32969415376826566
2026,0.5,600,250,ReLU(),Sigmoid(),0.29620156532161973,0.32969415376826566
2027,0.5,600,300,ReLU(),Sigmoid(),0.3011690486212353,0.33153638814016173
2028,0.5,600,350,ReLU(),Sigmoid(),0.30312245893641243,0.3331807780320366
2029,0.5,600,400,ReLU(),Sigmoid(),0.30377974920936734,0.3333741845084174
2030,0.5,600,450,ReLU(),Sigmoid(),0.3108041250152284,0.3355034602376913
2031,0.5,600,500,ReLU(),Sigmoid(),0.30509253149286497,0.3340955416941256
2032,0.5,600,550,ReLU(),Sigmoid(),0.3080083214023722,0.3338940904849459
2033,0.5,600,600,ReLU(),Sigmoid(),0.3062881554936009,0.3348052925109988
2034,0.5,600,650,ReLU(),Sigmoid(),0.3037545144135956,0.3331807780320366
2035,0.5,600,700,ReLU(),Sigmoid(),0.30895558952103097,0.3348052925109988
2036,0.5,600,750,ReLU(),Sigmoid(),0.3072962767865578,0.3357154176059542
2037,0.5,600,800,ReLU(),Sigmoid(),0.3107688716358611,0.33753245730566783
2038,0.5,600,850,ReLU(),Sigmoid(),0.31044538413473416,0.33662447084807456
2039,0.5,600,900,ReLU(),Sigmoid(),0.3149612232986066,0.337315588801262
2040,0.5,600,950,ReLU(),Sigmoid(),0.3153222152654186,0.337315588801262
2041,0.5,600,1000,ReLU(),Sigmoid(),0.3168464641673106,0.3382200667116868
2042,0.5,600,1050,ReLU(),Sigmoid(),0.31620533130944795,0.33934525009130406
2043,0.5,600,1100,ReLU(),Sigmoid(),0.31936077716925676,0.3386632804059416
2044,0.5,600,1150,ReLU(),Sigmoid(),0.315480839907775,0.33799518530042744
2045,0.5,600,1200,ReLU(),Sigmoid(),0.317400645780467,0.3386632804059416
2046,0.5,600,1250,ReLU(),Sigmoid(),0.3221784752461233,0.34378009495004813
2047,0.5,600,1300,ReLU(),Sigmoid(),0.31963412931154866,0.3413527548147268
2048,0.5,600,1350,ReLU(),Sigmoid(),0.32308087971712585,0.3419990465596695
2049,0.5,600,1400,ReLU(),Sigmoid(),0.321080284040923,0.3419990465596695
2050,0.5,600,1450,ReLU(),Sigmoid(),0.32742303062176953,0.35118058412176056
2051,0.5,600,1500,ReLU(),Sigmoid(),0.32582052569929076,0.3464441844713996
2052,0.5,600,1550,ReLU(),Sigmoid(),0.32455939297041253,0.3464441844713996
2053,0.5,600,1600,ReLU(),Sigmoid(),0.3286731336351376,0.35234393876302544
2054,0.5,600,1650,ReLU(),Sigmoid(),0.32765249498262916,0.3503040771528303
2055,0.5,600,1700,ReLU(),Sigmoid(),0.32696851990122794,0.3459071955302672
2056,0.5,600,1750,ReLU(),Sigmoid(),0.3324111374573429,0.3546772068511199
2057,0.5,600,1800,ReLU(),Sigmoid(),0.33606400085162647,0.36162629529404
2058,0.5,600,1850,ReLU(),Sigmoid(),0.328593731736755,0.3476688367199316
2059,0.5,600,1900,ReLU(),Sigmoid(),0.33060562953289335,0.35380445241180025
2060,0.5,600,1950,ReLU(),Sigmoid(),0.33668166192403126,0.36162629529404
2061,0.5,600,2000,ReLU(),Sigmoid(),0.33296824220521887,0.35728993169825274
2062,0.5,600,2050,ReLU(),Sigmoid(),0.33637289313587576,0.3607608183498762
2063,0.5,600,2100,ReLU(),Sigmoid(),0.3386008937361872,0.3624908837525002
2064,0.5,600,2150,ReLU(),Sigmoid(),0.3382236603270252,0.35902718021383484
2065,0.5,600,2200,ReLU(),Sigmoid(),0.33876948803473295,0.36303123399897597
2066,0.5,600,2250,ReLU(),Sigmoid(),0.3409915681612573,0.36303123399897597
2067,0.5,600,2300,ReLU(),Sigmoid(),0.33777632652146006,0.3638917887445673
2068,0.5,600,2350,ReLU(),Sigmoid(),0.34352412524622283,0.3707453110852412
2069,0.5,600,2400,ReLU(),Sigmoid(),0.34482048943341836,0.3661302529870839
2070,0.5,600,2450,ReLU(),Sigmoid(),0.3457346574636243,0.369544605779064
2071,0.5,600,2500,ReLU(),Sigmoid(),0.34214542677055226,0.3661302529870839
2072,0.5,600,2550,ReLU(),Sigmoid(),0.341459447027873,0.3661302529870839
2073,0.5,600,2600,ReLU(),Sigmoid(),0.34687306075573315,0.3737938497610245
2074,0.5,600,2650,ReLU(),Sigmoid(),0.34306361600816115,0.3681816113916564
2075,0.5,600,2700,ReLU(),Sigmoid(),0.341459447027873,0.3661302529870839
2076,0.5,600,2750,ReLU(),Sigmoid(),0.3412261616453014,0.36783911280311177
2077,0.5,600,2800,ReLU(),Sigmoid(),0.3517669804718408,0.3751197314280081
2078,0.5,600,2850,ReLU(),Sigmoid(),0.3523688623130603,0.37894513521720863
2079,0.5,600,2900,ReLU(),Sigmoid(),0.34474356022141295,0.37124676874130047
2080,0.5,600,2950,ReLU(),Sigmoid(),0.3517669804718408,0.37764814884061043
2081,0.5,600,3000,ReLU(),Sigmoid(),0.3494381481740386,0.3768061314235457
2082,0.5,600,3050,ReLU(),Sigmoid(),0.3513336594812234,0.3768061314235457
2083,0.5,600,3100,ReLU(),Sigmoid(),0.3532708475154761,0.3793298411906544
2084,0.5,600,3150,ReLU(),Sigmoid(),0.34830980249357724,0.3751197314280081
2085,0.5,600,3200,ReLU(),Sigmoid(),0.35817897609926375,0.38148681055155875
2086,0.5,600,3250,ReLU(),Sigmoid(),0.3539588572521618,0.38145536118585754
2087,0.5,600,3300,ReLU(),Sigmoid(),0.3534836828299702,0.3822905863291224
2088,0.5,600,3350,ReLU(),Sigmoid(),0.3550718214112511,0.37899189512092735
2089,0.5,600,3400,ReLU(),Sigmoid(),0.3561802566246529,0.38438624798312027
2090,0.5,600,3450,ReLU(),Sigmoid(),0.3578565793371245,0.38438624798312027
2091,0.5,600,3500,ReLU(),Sigmoid(),0.3602630651790957,0.3835581386847973
2092,0.5,600,3550,ReLU(),Sigmoid(),0.36135559987893573,0.3868570083928151
2093,0.5,600,3600,ReLU(),Sigmoid(),0.36382371084772414,0.3876799464345497
2094,0.5,600,3650,ReLU(),Sigmoid(),0.3652034437657164,0.38932371823058654
2095,0.5,600,3700,ReLU(),Sigmoid(),0.3626410513413656,0.3876799464345497
2096,0.5,600,3750,ReLU(),Sigmoid(),0.3576745266175292,0.38480299012340524
2097,0.5,600,3800,ReLU(),Sigmoid(),0.3602630651790957,0.3835581386847973
2098,0.5,600,3850,ReLU(),Sigmoid(),0.3653028733181005,0.38932371823058654
2099,0.5,600,3900,ReLU(),Sigmoid(),0.3655920810719381,0.39178418148375227
2100,0.5,600,3950,ReLU(),Sigmoid(),0.36579386587673524,0.39178418148375227
2101,0.5,600,4000,ReLU(),Sigmoid(),0.36746054474110945,0.39178418148375227
2102,0.5,600,4050,ReLU(),Sigmoid(),0.3665773744802272,0.39178418148375227
2103,0.5,600,4100,ReLU(),Sigmoid(),0.3680488183601901,0.39178418148375227
2104,0.5,600,4150,ReLU(),Sigmoid(),0.3711710450395411,0.3942385173247381
2105,0.5,600,4200,ReLU(),Sigmoid(),0.3760214587041178,0.39587139587139586
2106,0.5,600,4250,ReLU(),Sigmoid(),0.3670637536491195,0.3914008484406866
2107,0.5,600,4300,ReLU(),Sigmoid(),0.37146367694506244,0.3942385173247381
2108,0.5,600,4350,ReLU(),Sigmoid(),0.37620025070066776,0.3978549825105857
2109,0.5,600,4400,ReLU(),Sigmoid(),0.37927392978049745,0.3978549825105857
2110,0.5,600,4450,ReLU(),Sigmoid(),0.3782795831983322,0.39541686981960017
2111,0.5,600,4500,ReLU(),Sigmoid(),0.3745663765932563,0.3975016392340154
2112,0.5,600,4550,ReLU(),Sigmoid(),0.38060150510982993,0.39947717455274
2113,0.5,600,4600,ReLU(),Sigmoid(),0.37840607827787165,0.39866639725197006
2114,0.5,600,4650,ReLU(),Sigmoid(),0.37956302759452365,0.4010968343527255
2115,0.5,600,4700,ReLU(),Sigmoid(),0.38256701281712713,0.4035216527209894
2116,0.5,600,4750,ReLU(),Sigmoid(),0.3836479454931516,0.40432869732783305
2117,0.5,600,4800,ReLU(),Sigmoid(),0.3875351822358255,0.406746207846767
2118,0.5,600,4850,ReLU(),Sigmoid(),0.3790380626442592,0.3962302231781042
2119,0.5,600,4900,ReLU(),Sigmoid(),0.3900027913413518,0.4075508514976655
2120,0.5,600,4950,ReLU(),Sigmoid(),0.39212020130251213,0.4139671529556507
2121,0.5,600,4999,ReLU(),Sigmoid(),0.3934904826430022,0.4091583752532385
2122,0.5,600,0,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2123,0.5,600,50,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2124,0.5,600,100,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2125,0.5,600,150,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2126,0.5,600,200,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2127,0.5,600,250,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2128,0.5,600,300,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2129,0.5,600,350,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2130,0.5,600,400,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
2131,0.5,600,450,ReLU(),Softmax(dim=None),0.1420637240572932,0.14922813036020582
