,p_value,batch_size,number_of_epochs,train_score,val_score
396,0.4,200.0,920.0,0.7442780928282335,0.740439370153656
397,0.4,200.0,930.0,0.7453168206916705,0.7411688158696793
398,0.4,200.0,940.0,0.747101821981663,0.740205151300457
399,0.4,200.0,950.0,0.7473567305195831,0.7409221950226672
400,0.4,200.0,960.0,0.747001632249265,0.7394521825172613
401,0.4,200.0,970.0,0.747499675782785,0.7394521825172613
402,0.4,200.0,980.0,0.7499880877416399,0.7408300436203454
403,0.4,200.0,990.0,0.7504854404383723,0.7408300436203454
404,0.4,200.0,999.0,0.751976922705422,0.7415177395068698
405,0.4,400.0,0.0,0.17710305926826939,0.19640703277066912
406,0.4,400.0,10.0,0.6292263279652066,0.6353085428117993
407,0.4,400.0,20.0,0.6346323917815179,0.6374743529433953
408,0.4,400.0,30.0,0.6349656140914768,0.6384405894309713
409,0.4,400.0,40.0,0.6366297119446777,0.6451720546891122
410,0.4,400.0,50.0,0.6376399205856961,0.6470851935037328
411,0.4,400.0,60.0,0.6376399205856961,0.6470851935037328
412,0.4,400.0,70.0,0.64125913506513,0.6448155526372515
413,0.4,400.0,80.0,0.64355280754083,0.6457605587689621
414,0.4,400.0,90.0,0.6431074701225449,0.6457605587689621
415,0.4,400.0,100.0,0.6437611468590002,0.6476472497648151
416,0.4,400.0,110.0,0.6437611468590002,0.6476472497648151
417,0.4,400.0,120.0,0.64514856862442,0.6490521864384352
418,0.4,400.0,130.0,0.64514856862442,0.6490521864384352
419,0.4,400.0,140.0,0.6482677687702066,0.6522852803154864
420,0.4,400.0,150.0,0.6529748142635512,0.6559895650967239
421,0.4,400.0,160.0,0.6518753367236944,0.6559895650967239
422,0.4,400.0,170.0,0.653801917395406,0.6596772924045652
423,0.4,400.0,180.0,0.6570034794838191,0.6596772924045652
424,0.4,400.0,190.0,0.6585999246746144,0.6624324952875744
425,0.4,400.0,200.0,0.6598750316132197,0.663348916978858
426,0.4,400.0,210.0,0.6624198579723025,0.6660923462849735
427,0.4,400.0,220.0,0.6633723394353739,0.6670049020016893
428,0.4,400.0,230.0,0.6633723394353739,0.6679165097218811
429,0.4,400.0,240.0,0.6662239035210331,0.6697369111162215
430,0.4,400.0,250.0,0.6657546703487972,0.6697369111162215
431,0.4,400.0,260.0,0.6679645403274238,0.6706457198629018
432,0.4,400.0,270.0,0.6711125812587572,0.6751761493256763
433,0.4,400.0,280.0,0.6753118876184965,0.6787846216126958
434,0.4,400.0,290.0,0.6778014676032448,0.6805837412413888
435,0.4,400.0,300.0,0.678422900473702,0.6814820501158569
